designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 65203994465462016",65203994465462016,56.65815664152129,23.895675213103296,2.550431175660053,0.5868327619611958,-1.6180232602490658,1.0124041,18.737123,2.0761852,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3226.5845,4.702,-0.7716,298.6407,0.6338,0.4097,0.2478
"Gaia DR3 65204028825198336",65204028825198336,56.67282538123722,23.89457294385751,1.3881232609770742,17.37132119564066,-6.4322053691684005,0.8699442,19.466179,2.6243057,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204028825206656",65204028825206656,56.66857549854927,23.901936934966525,-0.11637582406746527,-0.7466243383682795,-1.5010067777599163,1.065425,17.951649,1.1121655,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4777.6123,4.8973,-2.0872,1194.2448,0.0213,0.0168,0.0091
"Gaia DR3 65204028825211264",65204028825211264,56.67016380142898,23.90499910092209,1.3928577487599492,6.849050706580329,6.785470802253906,0.94318247,18.915197,1.987154,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3464.0881,4.5769,-1.4879,450.4462,0.3006,0.2065,0.1132
"Gaia DR3 65204067479760768",65204067479760768,56.62293509671761,23.88563251288626,-0.018630954673268578,1.569444697738853,-3.9864864074118467,1.1366488,19.462627,1.6761417,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204067480112384",65204067480112384,56.626617488151446,23.872767258321176,-0.18223695445774685,0.6250472388540773,-0.5107029788905647,0.9691486,20.127546,1.239008,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204067481618944",65204067481618944,56.62304005618419,23.88431309815092,1.3691028880092266,-5.397171580161472,1.445105995256194,1.0138218,14.128326,1.1524897,17.05015,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5648.484,4.2667,-0.6024,705.2272,0.7565,0.6157,0.3331
"Gaia DR3 65204097544668288",65204097544668288,56.63810600255692,23.88734806909505,1.5163051740857494,-6.442069681337453,-8.311314433881005,0.94145477,17.589182,1.7955132,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3708.8306,4.5561,-0.7717,569.8151,0.5301,0.3707,0.2037
"Gaia DR3 65204131904036992",65204131904036992,56.61425281943018,23.888702352175475,1.08471073009866,0.21655706929716656,3.9195333816099156,1.0239758,13.799997,1.0135479,30.333778,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,6521.2603,4.0979,-0.647,854.3018,0.997,0.8418,0.4586
"Gaia DR3 65204170558971648",65204170558971648,56.61715045519516,23.90134432143201,0.15133717766623467,1.5238753962113447,-1.7472822044790695,0.95807374,19.731855,2.3086147,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204204919261952",65204204919261952,56.64067314275727,23.90355079006394,,,,,21.27118,-0.18017578,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204204920571136",65204204920571136,56.640823815138404,23.89774333201648,1.565060731090154,17.344973495992484,-11.929928938041025,0.9525576,15.260833,1.358799,,"VARIABLE",0,false,false,false,true,false,true,true,5585.747,4.581,-0.8938,533.6225,1.2381,0.9912,0.5422
"Gaia DR3 65204239280307328",65204239280307328,56.65759681466751,23.908324418866055,0.48622036725249507,2.986447849208166,-1.8932084980127704,0.91619074,16.809633,1.0469894,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5283.2144,4.7408,-2.3369,1018.0673,0.343,0.2791,0.1534
"Gaia DR3 65204269345437312",65204269345437312,56.628320725403334,23.904618115783357,0.4236233280720475,0.1692232906232931,-0.2914292695757197,0.92951334,17.66407,1.0891018,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4790.184,4.8376,-2.559,1113.2109,0.0152,0.0121,0.0066
"Gaia DR3 65204269345438848",65204269345438848,56.634124319094084,23.916052673717434,0.026136912971152667,0.4256232649180417,-0.1603567360005252,1.0318389,18.32017,1.2210388,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4452.7246,4.91,-1.6344,1114.6688,0.0438,0.0337,0.0181
"Gaia DR3 65204273638185984",65204273638185984,56.63233464206244,23.901420132706207,0.53836837001342,0.4398742670164948,-11.81530589187965,1.0188836,19.638971,2.0731678,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204303703125760",65204303703125760,56.64987248054767,23.91425312857778,0.12682499746154163,3.770146810565765,-1.240348421246581,1.0867647,17.44915,1.0817375,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4869.713,4.7471,-2.9948,1204.4231,0.023,0.0184,0.0101
"Gaia DR3 65204307999783424",65204307999783424,56.64713274180256,23.921023422792302,0.48618583784060865,-0.640487096264168,-18.612553132516865,1.000802,16.85954,1.2277584,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4668.4146,4.4253,-2.2698,1057.9719,0.184,0.1443,0.0787
"Gaia DR3 65204406782293760",65204406782293760,56.54440973461223,23.870902528612056,0.14084604021227876,2.5306165921796264,1.8767503623007005,1.039043,19.120657,1.3739662,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204441144126976",65204441144126976,56.56340236856463,23.87785571864779,0.021959241578613273,-1.3825748219271252,-1.9944120649913653,1.0729164,18.070162,1.3020592,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4340.3677,4.9301,-1.6451,862.6808,0.0358,0.0272,0.0146
"Gaia DR3 65204445437430912",65204445437430912,56.55824826076209,23.881057325042484,-0.7010309440527991,10.685380314925958,-11.215189470676997,1.0878042,20.69113,1.9358044,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204509863604736",65204509863604736,56.586104874651426,23.892015593803624,2.4268350815257755,12.40087274570224,-44.46654297405246,0.9718628,17.245552,2.2118015,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3922.0964,4.7523,-0.4893,388.3407,1.2907,0.8958,0.4976
"Gaia DR3 65204514157028992",65204514157028992,56.59210590602967,23.896233154868728,0.801799884295553,-5.115678820595301,-0.18507873329679922,1.0920471,20.794304,1.5295334,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204612940740736",65204612940740736,56.53418625266717,23.884346947592938,0.7933066556469189,8.279937987024951,-6.876867771968281,0.97007716,17.62374,1.4825706,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4558.9917,4.8324,-1.3769,707.6899,0.9222,0.6966,0.3777
"Gaia DR3 65204681660225536",65204681660225536,56.52879329004778,23.893050806075433,0.8627595070134898,8.88302069106664,-3.3538126590362287,1.0403662,19.679724,2.1574001,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204685955721728",65204685955721728,56.52655791971125,23.89349847535057,3.066532950268226,-2.006394000071457,-0.32248461485851543,1.0552572,20.596104,1.0115776,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204720314801920",65204720314801920,56.52690708530594,23.89832413972897,-0.057826624790461,-1.3525039170502244,-2.6029443376838723,1.0667951,19.797897,1.3412933,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204754674531584",65204754674531584,56.56191884584581,23.90250554379478,0.24783234239284901,2.164931032801419,-0.566909075453525,1.0465147,19.636631,1.1397114,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204754674878976",65204754674878976,56.5527147920351,23.901270579287257,0.536678078200014,-0.9143562252559198,-1.3473821683941996,0.949589,19.665638,1.839365,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204789034267776",65204789034267776,56.569462661399285,23.90671575171607,0.6869564843433522,-1.6951614029169935,-2.7494173039988037,0.96250355,19.25633,1.4576607,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204789034268544",65204789034268544,56.56079662147613,23.908443432451374,0.4719011191469562,0.026677891580866198,-1.1504894506701122,1.074029,19.07356,1.3619347,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204823394354560",65204823394354560,56.54504535272384,23.91407971213404,0.4140980607509224,2.5554542979572608,-0.829353300455014,1.0693296,19.913195,1.4207573,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204857755659904",65204857755659904,56.56320982097042,23.915728152303906,0.4109901609598532,-0.9456621936409233,-1.3471704112001155,0.9848024,19.061403,1.2633572,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204892113479936",65204892113479936,56.60537161159947,23.90209839119258,0.8164357796512828,8.513725419735927,-12.07140564953984,1.0399204,19.713737,1.6982651,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204892113482752",65204892113482752,56.5990333959062,23.892724601961394,-0.07510159288876544,-0.9970187920753241,-5.452703661841932,1.0150175,19.483965,1.8694363,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204922180466944",65204922180466944,56.619410456388124,23.910115059092245,1.0319746400507723,11.499650642167953,-0.8231253388616485,0.8908477,18.90572,1.8555565,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204926473768832",65204926473768832,56.6120243950647,23.90794061163896,-0.21310135187543183,-0.2752115135824786,-0.3148685180345349,0.91491216,20.705332,0.11997986,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204995192689792",65204995192689792,56.60012178305891,23.92710120751009,-0.31370803268029185,-0.02958176856790412,-1.845572134483736,1.1546671,19.151134,1.4420471,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204995192690816",65204995192690816,56.60653866568637,23.91780991613031,0.5237169207172752,14.390458494559336,-3.307688382539009,0.9683006,19.413706,1.8476391,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65204995193046272",65204995193046272,56.607207500856624,23.920068285312993,1.574300287610434,-0.05927585374706251,-2.086253811935366,1.0486175,20.399363,1.2772846,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65205029552428032",65205029552428032,56.615932258367955,23.9195664360609,0.024353765770108612,1.6693723739863566,-0.8250798250068185,0.9342895,19.401613,1.3456631,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65205029552984704",65205029552984704,56.61852702764387,23.922447502035133,1.093910063535866,3.9205451142288354,-6.183282376604927,0.9790455,20.704922,1.1878223,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65205098273767296",65205098273767296,56.616582752349046,23.92378107850494,0.33940418334374145,-0.8404785210901085,-1.2874733741901452,1.1998209,16.279015,1.2444477,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4842.3345,4.3385,-1.3398,1175.0071,0.3696,0.2914,0.1574
"Gaia DR3 65205162698707328",65205162698707328,56.58684859086081,23.91955046012305,0.7326415071452819,4.9477053228686225,-3.1032558775110584,0.9288395,19.317091,2.2596493,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65205166993246080",65205166993246080,56.58176819676247,23.9175474348826,1.239866513219389,7.029987958678753,-12.082295433530682,1.0292329,14.217417,1.1125717,0.8322947,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6313.3423,4.2726,-0.3383,786.5765,1.0419,0.8648,0.4686
"Gaia DR3 65205166993246208",65205166993246208,56.571062459687006,23.92044546385461,0.8519585603207754,0.39321221062706635,-4.3340925152173355,0.97453797,14.815845,1.073905,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,6059.5273,4.1572,-0.7379,1037.266,0.8645,0.7186,0.3925
"Gaia DR3 65205201353481600",65205201353481600,56.5990485238401,23.92778439699228,-0.9979950012271677,-0.6454113294356035,-0.013880957191560746,1.0152746,19.91687,1.5193825,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65205231418183168",65205231418183168,56.56748243299437,23.93123706240819,1.5789609021315063,-1.5924884833559825,-9.231561332191923,0.91706985,19.431032,2.0758247,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65205300137661056",65205300137661056,56.602040371275685,23.94404200613122,1.366245042697979,1.8213718021560186,-7.855890138281354,1.0240726,18.434824,2.1599998,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3456.3984,4.6403,-0.7861,410.3971,0.8504,0.5605,0.3425
"Gaia DR3 65205300137661312",65205300137661312,56.610331410763735,23.937067176758603,0.23281188159728486,-0.5113313019360526,-0.7663881113653279,0.9334373,17.972223,0.8499088,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5131.6445,4.7964,-2.4109,1665.6897,0.068,0.0552,0.0302
"Gaia DR3 65205304430311808",65205304430311808,56.598560263449706,23.94150856769089,1.8607422781070737,3.727143080823553,-7.9412458264835,1.0743487,19.935646,1.4326782,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65205304430690432",65205304430690432,56.602568330997784,23.937445232789432,0.2320429922935007,2.4038888933689364,-0.6845030990423537,0.9703891,19.4499,2.353777,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65205338791934208",65205338791934208,56.60694275113231,23.9463790647141,0.6689162455462316,-1.939476202894265,-4.57557381331621,1.0633368,15.050471,0.9869232,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5817.698,3.8882,-0.77,1640.0671,0.5822,0.4838,0.2637
"Gaia DR3 65205373152172032",65205373152172032,56.58167144917715,23.94814381017594,7.067028703633884,13.075219935615861,-48.403789627642766,2.3298006,4.172742,-0.011190891,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 65205407509522048",65205407509522048,56.60054006638388,23.964347553884966,2.3263553766825043,79.89784321099961,-58.29154072017059,1.1394413,16.067194,1.6982126,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4391.737,4.503,-0.2464,581.0728,0.7456,0.5513,0.2936
"Gaia DR3 65205407510109184",65205407510109184,56.59506998895439,23.96103740277246,,,,,20.976727,1.3193474,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65206781899841024",65206781899841024,56.75566602635303,23.907825867606523,,,,,20.82856,0.92402077,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65206919338711936",65206919338711936,56.71149827682414,23.897805531611354,,,,,21.249456,1.0583172,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65206953698330112",65206953698330112,56.72809313309513,23.89657821338398,1.0279566658240726,0.9689799152330302,-1.426884968617706,1.0270042,20.674532,1.6508331,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65206953698584704",65206953698584704,56.73213263375223,23.895158469803594,,,,,20.888458,2.0809383,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65207018122455424",65207018122455424,56.72539065131072,23.91175343554386,0.28311994420632103,-0.32951110856551963,-2.1969440311732393,1.0447404,16.789934,0.85264015,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5484.568,4.7003,-1.664,1360.6693,0.0249,0.0207,0.0113
"Gaia DR3 65207022417222016",65207022417222016,56.721684195466494,23.914200162005393,0.7962381302140336,2.2966689377700797,-1.528060706127929,1.0950224,19.984354,2.0486832,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65207052482205696",65207052482205696,56.73515324354164,23.925943183395848,1.6610280260167543,4.365554217286976,13.062777675070867,1.0939137,19.671177,2.8816624,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65207056777749504",65207056777749504,56.73178071717564,23.927096988944484,0.04921352803385265,0.8145437936586886,-0.010759235296023469,1.0374624,20.625225,1.2038555,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65207056778849280",65207056778849280,56.73187880298353,23.92059134434816,0.865655908705403,2.742397760863723,-8.434523810427644,0.9335032,16.190367,1.1680508,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5347.477,4.6475,-0.582,901.8566,0.5794,0.4678,0.2527
"Gaia DR3 65207297295917696",65207297295917696,56.78783264170281,23.937746179293008,0.7127830052408226,5.478329695880582,-2.2789231656440294,1.0601512,20.695333,1.4567375,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65207327360127104",65207327360127104,56.792077885923575,23.938312746076615,0.32010306681462103,0.15624836136778053,-4.280016346048869,0.9926976,18.67495,1.1479225,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4511.6387,4.9767,-3.0108,1136.274,0.0124,0.0096,0.0052
"Gaia DR3 65207327360137472",65207327360137472,56.79915268426148,23.94702912247972,-0.5715292468766916,3.107165006841372,-3.539743910692259,0.9165389,19.126629,1.1458836,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65207361719849728",65207361719849728,56.75489694860044,23.9243876059144,1.3071501405939823,4.9876954451740225,-0.8391013962227962,1.1430789,19.986298,1.7482014,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65207366015393536",65207366015393536,56.75026835975888,23.914238931784865,-2.0626318437527966,-3.3602434761158806,-0.09934548162781105,1.0161409,20.685474,1.4130459,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65207464799080960",65207464799080960,56.75238991013855,23.938587810164588,0.3272764729250681,5.17221448871807,-3.950503212400123,1.218459,17.782724,1.1036797,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4826.347,4.886,-2.2583,1144.141,0.0291,0.0231,0.0126
"Gaia DR3 65207464799084800",65207464799084800,56.750601848664715,23.941909494467577,1.283415179200538,-2.823205782455975,-7.3431820130031396,0.975506,19.718464,2.3516922,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65207469095707136",65207469095707136,56.74912444360126,23.937851352089268,0.4878443972588378,-5.148975209463813,-2.03421304539964,1.0418603,17.303251,1.222126,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4896.297,4.8173,-1.7313,919.5187,0.4006,0.3172,0.1727
